med_id,principio_activo,reglas_pediatria,estado_pediatria,reglas_renal,estado_renal,nota
MED-0156,CLOTRIMAZOL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0157,CLOZAPINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0158,COBICISTAT,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0159,CODEINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0160,COLCHICINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0161,COLECALCIFEROL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0162,CONDROITINA SULFATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0163,CRIZOTINIB,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0164,DABIGATRAN,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0165,DACOMITINIB,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0166,DANAZOL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0167,DANURAVIR,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0168,DAPAGLIFLOZINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0169,DAPOXETINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0170,DAPSONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0171,DARIFENACINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0172,DAROLUTAMIDA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0173,DARUNAVIR,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0174,DASATINIB,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0175,DECUALINIO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0176,DEFERASIROX,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0177,DEFLAZACORT,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0178,DELAFLOXACINO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0179,DESLORATADINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0180,DESOGESTREL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0181,DESVENLAFAXINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0182,DEXAMETASONA,2,VALIDADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0183,DEXIBUPROFENO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0184,DEXKETOPROFENO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0185,DEXLANSOPRAZOL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0186,DEXTROMETORFANO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0187,DIACEREINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0188,DIAZEPAM,1,VALIDADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0189,DICLOFENACO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0190,DICLOXACILINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0191,DIDROGESTERONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0192,DIENOGEST,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0193,DIFENHIDRAMINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0194,DIFENOXILATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0195,DIGOXINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0196,DILTIAZEM,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0197,DIMENHIDRINATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0198,DIMETIL FUMARATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0199,DIMETILPOLISILOXANO (DIMETICONA),0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0200,DINITRATO DE ISOSORBIDE,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0201,DIOSMINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0202,DIPIRONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0203,DOBESILATO CALCICO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0204,DOCUSATO DE SODIO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0205,DOLUTEGRAVIR,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0206,DOMPERIDONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0207,DONEPEZILO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0208,DORAVIRINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0209,DOXASOZINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0210,DOXEPINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0211,DOXICICLINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0212,DOXILAMINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0213,DOXOFILINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0214,DRONABINOL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0215,DRONEDARONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0216,DROSPIRENONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0217,DROXIDOPA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0218,DULOXETINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0219,DUTASTERIDA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0220,EFAVIRENZ,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0221,ELETRIPTAN,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0222,ELIGLUSTAT,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0223,ELTROMBOPAG,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0224,ELVITEGRAVIR,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0225,EMPAGLIFOZINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0226,EMTRICITABINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0227,ENALAPRIL MALEATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0228,ENTACAPONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0229,ENTECAVIR,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0230,ENTRECTINIB,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0231,ENZALUTAMIDA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0232,EPLERENONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0233,ERGOTAMINA TARTRATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0234,ERITROMICINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0235,ERLOTINIB,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0236,ESCINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0237,ESCITALOPRAM,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0238,ESOMEPRAZOL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0239,ESPIRAMICINA BASE,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0240,ESPIRONOLACTONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0241,ESTRADIOL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0242,ESZOPICLONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0243,ETAMBUTOL CLORHIDRATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0244,ETINIL ESTRADIOL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0245,ETORICOXIB,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0246,ETRAVIRINA (TMC 125),0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0247,EVEROLIMUS,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0248,EVOGLIPTINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0249,EXEMESTANO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0250,EZETIMIBE,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0251,FAMOTIDINA,0,NO HABILITADO,6,VALIDADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0252,FEBUXOSTAT,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0253,FENILEFRINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0254,FENITOINA SODICA,1,VALIDADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0255,FENOBARBITAL,1,VALIDADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0256,FENOFIBRATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0257,FENOTEROL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0258,FENOVERINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0259,FEXOFENADINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0260,FINASTERIDA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0261,FINGOLIMOD,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0262,FLAVONOIDES EXPRESADOS COMO HESPERIDINA MICRONIZADA Y PURIFICADA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0263,FLAVOXATO CLOHIDRATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0264,FLUBENDAZOL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0265,FLUCITOSINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0266,FLUCONAZOL,1,VALIDADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0267,FLUDROCORTISONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0268,FLUNARIZINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0269,FLUOXETINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0270,FLURBIPROFENO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0271,FLUTICASONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0272,FLUVOXAMINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0273,FORMOTEROL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0274,FURAZOLIDONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0275,FUROSEMIDA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0276,GABAPENTIN,0,NO HABILITADO,5,VALIDADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0277,GALANTAMINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0278,GEFITINIB,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0279,GEMFIBROZILO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0280,GESTODENO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0281,GILTERITINIB,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0282,GLIBENCLAMIDA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0283,GLICLAZIDA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0284,GLIMEPIRIDA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0285,GLUCOSAMINA SULFATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0286,HALOPERIDOL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0287,HESPERIDINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0288,HIDROCLOROTIAZIDA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0289,HIDROCODONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0290,HIDROCORTISONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0291,HIDROMORFONA CLORHIDRATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0292,HIDROSMINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0293,HIDROTALCITA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0294,HIDROXICINA CLORHIDRATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0295,HIDROXICLOROQUINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0296,HIDROXIUREA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0297,HIOSCINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0298,HISTIDINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0299,IBANDRONATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0300,IBRUTINIB,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0301,IBUPROFENO,1,VALIDADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0302,ICOSAPENTANOATO DE ETILO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0303,IMATINIB,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0304,IMIPRAMINA CLORHIDRATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0305,INDACATEROL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0306,INDAPAMIDA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0307,INDOMETACINA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0308,IPRATROPIO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0309,IRBERSARTAN,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0310,ISAVUCONAZOL,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0311,ISOFLAVONA,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
MED-0312,ISOMETEPTENO MUCATO,0,NO HABILITADO,0,NO HABILITADO,Sin regla automática no significa que el medicamento no pueda usarse; significa que esta versión no dispone de una pauta general suficientemente validada.
